Question de recherche,Sous-question de recherche,Groupe de population,Indicator,Sous-ensemble de donnée,Sanmatenga,Loroum,Yatenga,Mouhoun,Komonjdjari,Bam,Kossi,Gourma,Nayala,Yagha,Soum,Oudalan,Sourou,Kompienga,Banwa,Gnagna,Namentenga,Zondoma,Tapoa,Bale,Passore
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: Autres (merci de préciser),NA,0,2,1,0,2,NA,1,3,NA,1,0,1,NA,2,NA,2,NA,3,NA,0,NA,0
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part d'amis et de la famille,NA,26,5,33,17,9,18,7,17,12,9,10,41,29,7,35,4,16,14,15,25,19,13
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part des fonctionnaires du gouvernement,NA,8,3,5,9,3,5,5,8,8,8,4,8,7,9,1,10,13,4,6,8,11,2
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part des forces de sécurité,NA,0,5,4,2,NA,12,5,2,10,0,17,6,7,2,6,2,6,5,1,7,NA,0
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part des travailleurs humanitaires des Nations Unies / ONG,NA,13,15,12,9,3,13,11,6,20,5,18,8,4,5,3,9,23,11,5,9,3,2
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part du chef coutumier,NA,6,23,3,1,11,9,21,6,13,17,11,3,9,9,10,6,15,29,10,7,10,4
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: De la part du leader communautaire,NA,32,41,41,57,53,38,45,45,29,49,35,31,40,56,33,56,22,28,54,35,47,66
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: Je ne sais pas / préfère ne pas répondre,NA,2,0,NA,0,NA,NA,NA,2,2,1,0,2,0,1,NA,3,NA,0,NA,2,NA,3
Redevabilité aux personnes affectées,Information,Source de confiance pour recevoir information: Sur les lieux de culte,NA,11,6,1,5,19,4,5,11,6,10,5,0,3,9,11,9,5,6,9,7,10,9
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Autres (merci de préciser),NA,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Avoir de l'information sur comment pouvoir retrouver un logement,NA,2,3,3,3,1,3,2,3,4,0,2,1,2,1,6,1,2,3,2,4,5,3
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Avoir de l'information sur la possibilité de retourner dans les lieux d'origine,NA,4,8,4,0,0,4,5,4,2,0,1,12,2,3,8,1,0,3,0,0,0,0
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Avoir de l'information sur les agences humanitaires qui leur fournissent de l'aide,NA,10,15,19,10,15,18,14,25,14,14,17,6,6,19,14,17,14,26,15,12,11,6
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Des nouvelles sur ce qu’il se passe dans la zone où vous habitiez avant (si PDI),NA,19,18,10,3,0,2,15,1,2,0,1,28,11,2,1,0,0,12,0,0,0,0
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Des nouvelles sur la situation sécuritaire dans la zone où vous vous situez,NA,80,51,61,57,49,77,57,49,60,33,82,79,91,43,79,53,47,46,58,79,32,51
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: J'ai déjà accès à toute l'information dont j'ai besoin,NA,0,3,3,3,3,2,3,1,2,12,1,0,0,7,0,6,2,6,6,0,15,1
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Je ne sais pas / préfère ne pas répondre,NA,0,1,0,1,2,0,0,4,0,1,0,0,0,2,0,3,0,2,1,0,1,1
Redevabilité aux personnes affectées,Information,"Type d’information nécessaire: Savoir comment  accéder à des services de base (éducation, santé etc.)",NA,41,20,53,32,59,21,24,41,57,63,43,32,37,43,19,47,46,29,31,42,56,44
Redevabilité aux personnes affectées,Information,"Type d’information nécessaire: Savoir comment accéder à des distributions humanitaires (nourriture, articles ménagers, etc.)",NA,58,46,78,61,71,64,50,48,57,65,49,69,53,51,59,67,57,60,56,56,51,75
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Savoir comment obtenir de l'aide ou du soutien après avoir été victime de violences sexuelles,NA,0,1,3,6,1,4,3,0,5,1,7,1,1,0,1,2,1,1,0,4,3,0
Redevabilité aux personnes affectées,Information,"Type d’information nécessaire: Savoir comment obtenir de l’aide ou du soutien après avoir été attaqué, harcelé ou enlevé",NA,1,4,16,4,2,18,5,3,14,3,8,4,3,12,11,5,12,3,1,11,1,0
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Savoir comment pouvoir se plaindre sur  l'assistance humanitaire reçue,NA,2,1,2,1,2,0,2,2,1,4,3,2,1,1,4,5,2,3,5,2,1,1
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Savoir comment remplacer ses documents personnels (e.g. certificat de naissance / carte d'identité),NA,3,9,10,4,4,7,4,4,3,2,2,3,2,2,8,2,1,5,5,5,1,4
Redevabilité aux personnes affectées,Information,Type d’information nécessaire: Savoir comment trouver du travail,NA,9,29,12,28,19,22,45,16,26,19,22,17,7,13,24,19,28,33,29,34,26,32
Redevabilité aux personnes affectées,Assistance,Ménages ayant reçu de l’assistance humanitaire dans les 12 derniers mois: Je ne sais pas / préfère ne pas répondre,NA,NA,NA,NA,NA,2,0,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Ménages ayant reçu de l’assistance humanitaire dans les 12 derniers mois: Non,NA,56,61,61,78,82,68,65,86,88,90,67,30,66,86,87,93,86,72,88,89,95,95
Redevabilité aux personnes affectées,Assistance,Ménages ayant reçu de l’assistance humanitaire dans les 12 derniers mois: Oui,NA,44,39,39,22,16,32,35,13,11,7,33,70,34,14,13,7,14,28,12,11,5,5
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: Autre,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: L'assistance est de trop courte durée,NA,1,23,64,49,NA,53,6,NA,NA,NA,NA,2,NA,NA,17,NA,NA,NA,NA,24,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: L'assistance n'était pas ce dont nous avions le plus besoin,NA,1,7,3,NA,NA,11,25,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: La modalité de l'assistance n'était pas appropriée (cash / en nature / provision de services etc),NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,22,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: La qualité de l'assistance est insatisfaisante,NA,24,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,11,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: La quantité insuffisante d'assistance,NA,62,65,23,40,NA,35,64,NA,87,NA,77,91,95,NA,83,NA,100,89,NA,68,NA,NA
Redevabilité aux personnes affectées,Assistance,Principale raison d’insatisfaction face à l’aide reçue: Temps d'attente entre l'enregistrement et l'assistance,NA,1,5,3,NA,NA,NA,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Satisfaction par rapport à l’assistance reçue: Je ne sais pas,Sous-ensemble de donnée,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Assistance,Satisfaction par rapport à l’assistance reçue: Moyennement,Sous-ensemble de donnée,21,18,38,12,8,8,19,10,17,13,20,30,28,14,23,54,28,41,15,4,NA,NA
Redevabilité aux personnes affectées,Assistance,Satisfaction par rapport à l’assistance reçue: Non,Sous-ensemble de donnée,27,14,11,5,NA,26,9,2,2,13,6,25,13,0,11,10,25,5,35,38,6,NA
Redevabilité aux personnes affectées,Assistance,Satisfaction par rapport à l’assistance reçue: Oui,Sous-ensemble de donnée,52,68,51,83,92,67,72,84,81,73,74,45,60,83,66,36,46,54,50,58,94,100
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Autre,NA,0,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Dissuasion par d'autres personnes,NA,1,1,1,2,2,NA,NA,6,0,NA,NA,2,1,0,2,1,5,0,1,3,NA,8
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Dissuasion par le personnel humanitaire,NA,1,NA,NA,NA,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Inaccessibilité physique des mécanismes (trop loin),NA,NA,1,NA,0,NA,3,0,1,2,1,NA,NA,NA,1,8,2,2,NA,1,3,NA,2
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Je ne sais pas / ne souhaite pas répondre,NA,18,1,1,3,5,1,1,1,2,0,10,5,10,2,NA,2,2,2,NA,NA,1,0
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Je ne suis pas au courant de l'existence de mécanismes,NA,46,24,24,21,23,34,16,30,30,31,35,37,45,25,29,35,24,25,26,28,36,28
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Je ne suis pas au courant de la présence d'assistance sur la zone donc je n'ai jamais eu à  déposer de plaintes,NA,4,15,21,32,42,17,14,32,32,52,11,2,9,41,34,39,38,23,35,29,48,19
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Manque d'information sur comment déposer des plaintes,NA,6,16,12,13,3,12,15,4,7,3,5,13,6,2,16,4,8,10,9,15,3,22
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Manque de sécurité pour accéder aux mécanismes de plaintes,NA,NA,1,1,1,2,2,1,1,1,1,0,3,1,2,NA,1,1,NA,1,2,NA,2
Redevabilité aux personnes affectées,Redevabilité,Barrières pour accéder aux mécanismes de plainte: Pas de contraintes,NA,24,41,41,27,22,32,52,24,26,13,40,38,28,26,11,16,20,40,28,19,13,18
Redevabilité aux personnes affectées,Redevabilité,Ménage ayant déjà faire une suggestion/plainte aux fournisseurs d’aide: Je ne sais pas / préfère ne pas répondre,NA,4,NA,0,NA,4,NA,NA,0,1,3,0,0,3,1,NA,NA,NA,0,NA,NA,3,NA
Redevabilité aux personnes affectées,Redevabilité,Ménage ayant déjà faire une suggestion/plainte aux fournisseurs d’aide: Non,NA,88,97,97,98,94,97,97,99,98,96,97,93,96,96,96,99,98,99,99,98,96,97
Redevabilité aux personnes affectées,Redevabilité,Ménage ayant déjà faire une suggestion/plainte aux fournisseurs d’aide: Oui,NA,8,3,3,2,2,3,3,1,2,0,3,7,1,3,4,1,2,1,1,2,1,3
Redevabilité aux personnes affectées,Redevabilité,Ménage ayant reçu une réponse à leur plainte: Non,Sous-ensemble de donnée,76,71,66,63,NA,75,100,47,97,NA,51,62,38,63,78,NA,100,23,NA,90,NA,86
Redevabilité aux personnes affectées,Redevabilité,Ménage ayant reçu une réponse à leur plainte: Oui,Sous-ensemble de donnée,24,29,34,37,NA,25,NA,53,3,NA,49,38,62,37,22,NA,NA,77,NA,10,NA,14
Redevabilité aux personnes affectées,Redevabilité,Ménages consultés sur le type d’assistance qu’ils voudraient recevoir: Je ne sais pas / préfère ne pas répondre,NA,3,NA,0,NA,1,1,NA,2,NA,4,3,NA,4,0,NA,1,NA,2,NA,NA,0,NA
Redevabilité aux personnes affectées,Redevabilité,Ménages consultés sur le type d’assistance qu’ils voudraient recevoir: Non,NA,65,84,71,70,90,59,87,73,76,83,72,70,77,83,72,80,74,89,72,77,87,66
Redevabilité aux personnes affectées,Redevabilité,Ménages consultés sur le type d’assistance qu’ils voudraient recevoir: Oui,NA,32,16,29,30,8,40,13,25,24,13,25,30,19,16,28,19,26,10,28,23,13,34
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Aucun besoin,Sous-ensemble de donnée,4,0,NA,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,1,1,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Autre,Sous-ensemble de donnée,0,NA,NA,NA,2,NA,1,4,NA,1,NA,NA,NA,4,NA,3,NA,NA,1,NA,1,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à de l'eau / à des latrines ou à une meilleure hygiène de vie,Sous-ensemble de donnée,15,28,14,19,24,16,41,17,9,24,10,9,18,18,16,22,19,31,14,19,19,23
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à de la nourriture ou des moyens d'existence,Sous-ensemble de donnée,16,14,14,18,20,21,11,15,25,13,16,17,18,13,21,13,23,13,24,16,26,23
Redevabilité aux personnes affectées,Besoins prioritaires,"Deuxième besoin du ménage: Avoir accès à des biens non-alimentaires (couvertures, moustiquaires, seaux, etc.)",Sous-ensemble de donnée,11,27,20,20,6,23,14,18,14,5,3,26,10,6,15,10,14,11,22,13,7,19
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à des services de protection,Sous-ensemble de donnée,3,1,3,2,1,6,1,1,1,1,8,6,4,2,7,5,1,3,5,4,NA,0
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à des services nutritionnels,Sous-ensemble de donnée,NA,0,4,2,1,0,1,2,1,3,1,0,1,4,1,6,1,NA,1,0,2,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à l'éducation pour les enfants de ma famille,Sous-ensemble de donnée,7,6,9,3,8,9,6,6,9,11,7,5,4,14,13,11,10,7,7,11,13,9
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à la santé,Sous-ensemble de donnée,36,13,26,28,24,13,18,27,32,39,49,23,38,25,15,25,29,23,15,27,24,18
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à un abri sécurisé,Sous-ensemble de donnée,6,8,7,6,11,8,7,8,9,3,5,10,7,11,9,3,3,7,11,8,7,7
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Avoir accès à un support particulier pour les personnes en situation de handicap,Sous-ensemble de donnée,NA,0,2,NA,1,NA,1,1,NA,0,0,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Je ne sais pas,Sous-ensemble de donnée,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Je préfère ne pas répondre,Sous-ensemble de donnée,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Pouvoir rejoindre les membres de ma famille,Sous-ensemble de donnée,0,1,0,0,NA,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0,NA,0,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Deuxième besoin du ménage: Récupérer des documents légaux d'identité pour ma famille,Sous-ensemble de donnée,0,0,1,0,NA,3,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,1
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash BNA: Autre,NA,2,1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,15,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash BNA: De l'argent pour acheter des articles non-alimentaires essentiels,NA,43,45,69,77,39,55,54,51,48,83,68,60,74,38,82,24,49,81,68,43,55,82
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash BNA: De l'argent pour pouvoir acheter du matériel pour (re)construire / renforcer un logement,NA,32,32,15,9,28,44,18,32,44,NA,11,27,9,27,14,36,37,13,32,54,30,18
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash BNA: De l'argent pour pouvoir payer le loyer,NA,23,21,16,14,15,1,28,18,9,17,20,13,17,35,4,40,15,3,NA,3,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: Aucun,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: Autre,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: De l'argent pour acheter des livres scolaires,NA,NA,NA,NA,NA,NA,NA,8,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance cash éducation: De l'argent pour acheter les fournitures scolaires (sac, stylos, etc.)",NA,53,11,NA,3,8,NA,2,0,NA,11,NA,20,13,5,13,NA,NA,2,NA,5,NA,4
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: De l'argent pour payer la nourriture à l'école,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: De l'argent pour payer le transport jusqu'à l'école,NA,NA,2,NA,NA,NA,NA,4,NA,NA,3,NA,12,NA,NA,5,NA,NA,NA,9,5,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash éducation: De l'argent pour payer les frais scolaires,NA,47,87,98,94,92,100,86,97,96,87,100,68,83,95,82,100,100,98,91,86,100,96
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance cash EHA: De l'argent pour acheter des articles hygiéniques (savon, couches pour bébés, serviettes hygiéniques, brosse à dent ou dentifrices par exemple)",NA,NA,NA,93,NA,NA,37,9,16,NA,NA,NA,33,40,NA,8,3,NA,10,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance cash EHA: De l'argent pour acheter des articles pour aller chercher de l'eau (des récipients par exemple) ou pour acheter de l'eau, ,",NA,29,43,7,6,NA,1,58,23,56,25,32,30,14,74,16,33,51,5,NA,13,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance cash EHA: De l'argent pour acheter, pouvoir construire ou améliorer les infrastructures sanitaires (toilettes ou latrines)",NA,71,57,NA,94,100,62,33,61,44,75,68,37,46,26,75,64,49,84,NA,87,NA,100
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash nutrition: De l'argent pour payer les services nutritionnels ou les compléments alimentaires,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA,100,NA,100,100,NA,100,100,100,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash santé: Autre,NA,NA,1,NA,3,15,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash santé: De l'argent pour payer les frais médicaux,NA,100,99,100,97,85,100,100,100,100,100,97,100,98,100,100,98,100,100,96,100,100,100
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash santé: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: Autre,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: De l'argent pour pouvoir acheter d'autres bien sur le marché,NA,4,4,0,4,17,3,13,6,7,3,0,6,4,5,7,4,10,3,18,5,8,10
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: De l'argent pour pouvoir acheter de la nourriture,NA,91,90,85,86,48,63,75,72,77,73,94,83,83,60,52,67,87,85,57,53,23,67
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: De l'argent pour pouvoir acheter des intrants agricoles,NA,1,4,6,4,25,11,5,21,12,21,1,3,4,32,17,21,3,9,12,27,61,10
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: De l'argent pour pouvoir acheter des intrants d'élevage,NA,4,2,9,6,NA,22,7,1,4,3,5,8,9,2,24,6,NA,3,14,15,8,13
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance cash sécurité alimentaire: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens BNA: Autre,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens BNA: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens BNA: Provision direct d'articles non-alimentaires essentiels,NA,87,67,65,61,79,72,68,59,53,44,82,76,70,58,47,53,77,88,69,42,63,66
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens BNA: Provision direct de construction d'abri,NA,8,15,13,18,NA,15,15,6,21,21,11,11,12,13,18,8,2,3,5,26,3,6
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens BNA: Provision direct de matériel pour (re)construire / renforcer un logement,NA,3,18,22,20,21,13,17,35,26,35,8,13,19,29,35,35,20,9,26,32,27,27
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens éducation: Aucun,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens éducation: Autre,NA,NA,NA,20,16,NA,50,NA,NA,NA,NA,NA,NA,18,NA,NA,13,NA,NA,NA,NA,4,NA
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance in-kind biens éducation: Provision direct de fournitures scolaires (sac, stylos, etc.)",NA,54,41,72,52,36,50,13,97,66,46,77,75,79,85,NA,50,79,66,74,51,21,79
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance in-kind biens éducation: Provision direct de livres scolaires, Provision direct d'uniforme scolaire",NA,46,59,8,32,64,NA,87,3,34,54,23,25,2,15,NA,37,21,34,26,49,76,21
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens EHA: Autre,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens EHA: Construction / amélioration d'infrastructures sanitaires (toilettes ou latrines),NA,28,19,33,41,26,17,24,22,18,33,20,20,18,19,50,32,20,12,22,32,14,48
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens EHA: Construction / amélioration de points d'eau,NA,63,60,59,48,65,62,64,78,50,65,79,68,64,69,36,66,58,76,62,61,78,47
Redevabilité aux personnes affectées,Besoins prioritaires,"Manière préférée de recevoir assistance in-kind biens EHA: Provision direct d'articles hygiéniques (savon, couches pour bébés, serviettes hygiéniques, brosse à dent ou dentifrices par exemple)",NA,2,4,3,7,1,5,4,NA,5,1,NA,9,8,6,7,NA,NA,NA,10,5,NA,4
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens EHA: Provision direct d'articles pour aller chercher de l'eau (des récipients par exemple),NA,3,10,2,4,2,5,4,0,5,NA,1,NA,7,NA,7,2,19,9,3,3,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens EHA: Provision direct d'eau (par camion d'eau),NA,4,7,NA,NA,6,11,2,NA,22,1,0,3,2,3,NA,NA,3,2,2,NA,8,1
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Autre,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir accès à davantage de travailleurs du secteur de la nutrition qualifiés dans les établissements,NA,NA,16,9,33,NA,66,NA,NA,10,12,40,NA,52,33,NA,26,NA,NA,20,56,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir accès à des transports jusqu'aux installations fournissant des services nutritionnels,NA,NA,16,4,2,NA,2,NA,NA,41,6,NA,NA,12,33,NA,26,46,NA,30,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir accès à des visites à domicile pour depistage de la malnutrition,NA,NA,NA,9,25,NA,30,NA,NA,NA,13,NA,NA,25,NA,NA,NA,31,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir accès à un personnel du secteur de nutrition plus qualifié pour les visites à domicile,NA,NA,19,25,NA,NA,NA,NA,91,36,29,60,NA,12,NA,NA,NA,23,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir plus d'établissements de soins nutritionnels à proximité,NA,NA,32,52,1,NA,2,NA,9,NA,33,NA,NA,NA,35,NA,16,NA,NA,20,44,100,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Avoir plus de services / conseils pour les femmes enceintes ou allaitantes,NA,NA,16,NA,27,NA,NA,NA,NA,13,7,NA,NA,NA,NA,NA,24,NA,NA,30,NA,NA,NA
